orientation,row,col,pin_num_in_cell,port_name,mapped_pin,GPIO_type,Associated Clock,Clock Edge
LEFT,,,,gfpga_pad_io_soc_in[121],gfpga_pad_io_soc_in[121],in,,
LEFT,,,,gfpga_pad_io_soc_in[122],gfpga_pad_io_soc_in[122],in,,
LEFT,,,,gfpga_pad_io_soc_in[123],gfpga_pad_io_soc_in[123],in,,
LEFT,,,,gfpga_pad_io_soc_in[124],gfpga_pad_io_soc_in[124],in,,
LEFT,,,,gfpga_pad_io_soc_in[125],gfpga_pad_io_soc_in[125],in,,
LEFT,,,,gfpga_pad_io_soc_in[126],gfpga_pad_io_soc_in[126],in,,
LEFT,,,,gfpga_pad_io_soc_in[127],gfpga_pad_io_soc_in[127],in,,
TOP,,,,gfpga_pad_io_soc_out[0],gfpga_pad_io_soc_out[0],out,,
TOP,,,,gfpga_pad_io_soc_out[1],gfpga_pad_io_soc_out[1],out,,
TOP,,,,gfpga_pad_io_soc_out[2],gfpga_pad_io_soc_out[2],out,,
TOP,,,,gfpga_pad_io_soc_out[3],gfpga_pad_io_soc_out[3],out,,
TOP,,,,gfpga_pad_io_soc_out[4],gfpga_pad_io_soc_out[4],out,,
TOP,,,,gfpga_pad_io_soc_out[5],gfpga_pad_io_soc_out[5],out,,
TOP,,,,gfpga_pad_io_soc_out[6],gfpga_pad_io_soc_out[6],out,,
TOP,,,,gfpga_pad_io_soc_out[7],gfpga_pad_io_soc_out[7],out,,
TOP,,,,gfpga_pad_io_soc_out[8],gfpga_pad_io_soc_out[8],out,,
TOP,,,,gfpga_pad_io_soc_out[9],gfpga_pad_io_soc_out[9],out,,
TOP,,,,gfpga_pad_io_soc_out[10],gfpga_pad_io_soc_out[10],out,,
TOP,,,,gfpga_pad_io_soc_out[11],gfpga_pad_io_soc_out[11],out,,
TOP,,,,gfpga_pad_io_soc_out[12],gfpga_pad_io_soc_out[12],out,,
TOP,,,,gfpga_pad_io_soc_out[13],gfpga_pad_io_soc_out[13],out,,
TOP,,,,gfpga_pad_io_soc_out[14],gfpga_pad_io_soc_out[14],out,,
TOP,,,,gfpga_pad_io_soc_out[15],gfpga_pad_io_soc_out[15],out,,
TOP,,,,gfpga_pad_io_soc_out[16],gfpga_pad_io_soc_out[16],out,,
TOP,,,,gfpga_pad_io_soc_out[17],gfpga_pad_io_soc_out[17],out,,
TOP,,,,gfpga_pad_io_soc_out[18],gfpga_pad_io_soc_out[18],out,,
TOP,,,,gfpga_pad_io_soc_out[19],gfpga_pad_io_soc_out[19],out,,
TOP,,,,gfpga_pad_io_soc_out[20],gfpga_pad_io_soc_out[20],out,,
TOP,,,,gfpga_pad_io_soc_out[21],gfpga_pad_io_soc_out[21],out,,
TOP,,,,gfpga_pad_io_soc_out[22],gfpga_pad_io_soc_out[22],out,,
TOP,,,,gfpga_pad_io_soc_out[23],gfpga_pad_io_soc_out[23],out,,
TOP,,,,gfpga_pad_io_soc_out[24],gfpga_pad_io_soc_out[24],out,,
TOP,,,,gfpga_pad_io_soc_out[25],gfpga_pad_io_soc_out[25],out,,
TOP,,,,gfpga_pad_io_soc_out[26],gfpga_pad_io_soc_out[26],out,,
TOP,,,,gfpga_pad_io_soc_out[27],gfpga_pad_io_soc_out[27],out,,
TOP,,,,gfpga_pad_io_soc_out[28],gfpga_pad_io_soc_out[28],out,,
TOP,,,,gfpga_pad_io_soc_out[29],gfpga_pad_io_soc_out[29],out,,
TOP,,,,gfpga_pad_io_soc_out[30],gfpga_pad_io_soc_out[30],out,,
TOP,,,,gfpga_pad_io_soc_out[31],gfpga_pad_io_soc_out[31],out,,
RIGHT,,,,gfpga_pad_io_soc_out[32],gfpga_pad_io_soc_out[32],out,,
RIGHT,,,,gfpga_pad_io_soc_out[33],gfpga_pad_io_soc_out[33],out,,
RIGHT,,,,gfpga_pad_io_soc_out[34],gfpga_pad_io_soc_out[34],out,,
RIGHT,,,,gfpga_pad_io_soc_out[35],gfpga_pad_io_soc_out[35],out,,
RIGHT,,,,gfpga_pad_io_soc_out[36],gfpga_pad_io_soc_out[36],out,,
RIGHT,,,,gfpga_pad_io_soc_out[37],gfpga_pad_io_soc_out[37],out,,
RIGHT,,,,gfpga_pad_io_soc_out[38],gfpga_pad_io_soc_out[38],out,,
RIGHT,,,,gfpga_pad_io_soc_out[39],gfpga_pad_io_soc_out[39],out,,
RIGHT,,,,gfpga_pad_io_soc_out[40],gfpga_pad_io_soc_out[40],out,,
RIGHT,,,,gfpga_pad_io_soc_out[41],gfpga_pad_io_soc_out[41],out,,
RIGHT,,,,gfpga_pad_io_soc_out[42],gfpga_pad_io_soc_out[42],out,,
RIGHT,,,,gfpga_pad_io_soc_out[43],gfpga_pad_io_soc_out[43],out,,
RIGHT,,,,gfpga_pad_io_soc_out[44],gfpga_pad_io_soc_out[44],out,,
RIGHT,,,,gfpga_pad_io_soc_out[45],gfpga_pad_io_soc_out[45],out,,
RIGHT,,,,gfpga_pad_io_soc_out[46],gfpga_pad_io_soc_out[46],out,,
RIGHT,,,,gfpga_pad_io_soc_out[47],gfpga_pad_io_soc_out[47],out,,
RIGHT,,,,gfpga_pad_io_soc_out[48],gfpga_pad_io_soc_out[48],out,,
RIGHT,,,,gfpga_pad_io_soc_out[49],gfpga_pad_io_soc_out[49],out,,
RIGHT,,,,gfpga_pad_io_soc_out[50],gfpga_pad_io_soc_out[50],out,,
RIGHT,,,,gfpga_pad_io_soc_out[51],gfpga_pad_io_soc_out[51],out,,
RIGHT,,,,gfpga_pad_io_soc_out[52],gfpga_pad_io_soc_out[52],out,,
RIGHT,,,,gfpga_pad_io_soc_out[53],gfpga_pad_io_soc_out[53],out,,
RIGHT,,,,gfpga_pad_io_soc_out[54],gfpga_pad_io_soc_out[54],out,,
RIGHT,,,,gfpga_pad_io_soc_out[55],gfpga_pad_io_soc_out[55],out,,
RIGHT,,,,gfpga_pad_io_soc_out[56],gfpga_pad_io_soc_out[56],out,,
RIGHT,,,,gfpga_pad_io_soc_out[57],gfpga_pad_io_soc_out[57],out,,
RIGHT,,,,gfpga_pad_io_soc_out[58],gfpga_pad_io_soc_out[58],out,,
RIGHT,,,,gfpga_pad_io_soc_out[59],gfpga_pad_io_soc_out[59],out,,
RIGHT,,,,gfpga_pad_io_soc_out[60],gfpga_pad_io_soc_out[60],out,,
RIGHT,,,,gfpga_pad_io_soc_out[61],gfpga_pad_io_soc_out[61],out,,
RIGHT,,,,gfpga_pad_io_soc_out[62],gfpga_pad_io_soc_out[62],out,,
RIGHT,,,,gfpga_pad_io_soc_out[63],gfpga_pad_io_soc_out[63],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[64],gfpga_pad_io_soc_out[64],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[65],gfpga_pad_io_soc_out[65],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[66],gfpga_pad_io_soc_out[66],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[67],gfpga_pad_io_soc_out[67],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[68],gfpga_pad_io_soc_out[68],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[69],gfpga_pad_io_soc_out[69],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[70],gfpga_pad_io_soc_out[70],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[71],gfpga_pad_io_soc_out[71],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[72],gfpga_pad_io_soc_out[72],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[73],gfpga_pad_io_soc_out[73],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[74],gfpga_pad_io_soc_out[74],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[75],gfpga_pad_io_soc_out[75],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[76],gfpga_pad_io_soc_out[76],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[77],gfpga_pad_io_soc_out[77],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[78],gfpga_pad_io_soc_out[78],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[79],gfpga_pad_io_soc_out[79],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[80],gfpga_pad_io_soc_out[80],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[81],gfpga_pad_io_soc_out[81],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[82],gfpga_pad_io_soc_out[82],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[83],gfpga_pad_io_soc_out[83],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[84],gfpga_pad_io_soc_out[84],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[85],gfpga_pad_io_soc_out[85],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[86],gfpga_pad_io_soc_out[86],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[87],gfpga_pad_io_soc_out[87],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[88],gfpga_pad_io_soc_out[88],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[89],gfpga_pad_io_soc_out[89],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[90],gfpga_pad_io_soc_out[90],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[91],gfpga_pad_io_soc_out[91],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[92],gfpga_pad_io_soc_out[92],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[93],gfpga_pad_io_soc_out[93],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[94],gfpga_pad_io_soc_out[94],out,,
BOTTOM,,,,gfpga_pad_io_soc_out[95],gfpga_pad_io_soc_out[95],out,,
LEFT,,,,gfpga_pad_io_soc_out[96],gfpga_pad_io_soc_out[96],out,,
LEFT,,,,gfpga_pad_io_soc_out[97],gfpga_pad_io_soc_out[97],out,,
LEFT,,,,gfpga_pad_io_soc_out[98],gfpga_pad_io_soc_out[98],out,,
LEFT,,,,gfpga_pad_io_soc_out[99],gfpga_pad_io_soc_out[99],out,,
LEFT,,,,gfpga_pad_io_soc_out[100],gfpga_pad_io_soc_out[100],out,,
LEFT,,,,gfpga_pad_io_soc_out[101],gfpga_pad_io_soc_out[101],out,,
LEFT,,,,gfpga_pad_io_soc_out[102],gfpga_pad_io_soc_out[102],out,,
LEFT,,,,gfpga_pad_io_soc_out[103],gfpga_pad_io_soc_out[103],out,,
LEFT,,,,gfpga_pad_io_soc_out[104],gfpga_pad_io_soc_out[104],out,,
LEFT,,,,gfpga_pad_io_soc_out[105],gfpga_pad_io_soc_out[105],out,,
LEFT,,,,gfpga_pad_io_soc_out[106],gfpga_pad_io_soc_out[106],out,,
LEFT,,,,gfpga_pad_io_soc_out[107],gfpga_pad_io_soc_out[107],out,,
LEFT,,,,gfpga_pad_io_soc_out[108],gfpga_pad_io_soc_out[108],out,,
LEFT,,,,gfpga_pad_io_soc_out[109],gfpga_pad_io_soc_out[109],out,,
LEFT,,,,gfpga_pad_io_soc_out[110],gfpga_pad_io_soc_out[110],out,,
LEFT,,,,gfpga_pad_io_soc_out[111],gfpga_pad_io_soc_out[111],out,,
LEFT,,,,gfpga_pad_io_soc_out[112],gfpga_pad_io_soc_out[112],out,,
LEFT,,,,gfpga_pad_io_soc_out[113],gfpga_pad_io_soc_out[113],out,,
LEFT,,,,gfpga_pad_io_soc_out[114],gfpga_pad_io_soc_out[114],out,,
LEFT,,,,gfpga_pad_io_soc_out[115],gfpga_pad_io_soc_out[115],out,,
LEFT,,,,gfpga_pad_io_soc_out[116],gfpga_pad_io_soc_out[116],out,,
LEFT,,,,gfpga_pad_io_soc_out[117],gfpga_pad_io_soc_out[117],out,,
LEFT,,,,gfpga_pad_io_soc_out[118],gfpga_pad_io_soc_out[118],out,,
LEFT,,,,gfpga_pad_io_soc_out[119],gfpga_pad_io_soc_out[119],out,,
LEFT,,,,gfpga_pad_io_soc_out[120],gfpga_pad_io_soc_out[120],out,,
LEFT,,,,gfpga_pad_io_soc_out[121],gfpga_pad_io_soc_out[121],out,,
LEFT,,,,gfpga_pad_io_soc_out[122],gfpga_pad_io_soc_out[122],out,,
LEFT,,,,gfpga_pad_io_soc_out[123],gfpga_pad_io_soc_out[123],out,,
LEFT,,,,gfpga_pad_io_soc_out[124],gfpga_pad_io_soc_out[124],out,,
LEFT,,,,gfpga_pad_io_soc_out[125],gfpga_pad_io_soc_out[125],out,,
LEFT,,,,gfpga_pad_io_soc_out[126],gfpga_pad_io_soc_out[126],out,,
LEFT,,,,gfpga_pad_io_soc_out[127],gfpga_pad_io_soc_out[127],out,,
